"Standard Checkout uses the checkout methods provided by Magento. Only inline payment methods are supported. (e.g PayPal Direct,  Authorize.Net, etc.)","I checkout standard usano i metodi di pagamento forniti da Magento. Sono supportati solo i metodi di pagamento in linea. (e.g PayPal Direct,  Authorize.Net, etc.)"
"Start Date","Data di inizio"
"Start Date - Month","Data di inizio – Mese"
"Start Date - Year","Data di inizio – Anno"
"State/Province","Stato/provincia"
"Status","Status"
"Store View","Vista negozio"
"Store logo that is displayed on copyright page of app. Preferred size: 100px x 100px.","Il logo del negozio è visualizzato nella pagina di copyright dell\'applicazione. Dimensioni indicate: 100px x 100px."
"Store logo that will be displayed on copyright page of application ","Il logo del negozio verrà visualizzato nella pagina di copyright dell\'applicazione."
"Street Address","Via"
"Street Address 2","Via 2"
"Submission","Richiesta"
"Submission Fields","Presentazione campi"
"Submission History","Presentazione storia"
"Submit","Invia"
"Submit App","Invia applicazione"
"Submit App ""%s""","Invia applicazione ""%s"""
"Submit App failure. %s","Invio applicazione fallito. %s"
"Submit App failure. Invalid activation key provided","Invio applicazione fallito. Submit App failure. Codice di attivazione fornito non valido"
"Submit Application","Invia applicazione"
"Submitted","Inviato"
"Subtotal (Excl. Tax)","Subtotale (Tasse escluse)"
"Subtotal (Incl. Tax)","Subtotael (Tasse incluse)"
"T-Shirts","Magliette"
"Tabs","Pannelli"
"Tax","Tasse"
"Telephone","Telefono"
"Tell a Friend","Dillo a un amico"
"Tell a Friend is disabled.","Dillo a un amico è disattivato"
"Tell a Friend link has been sent.","Il link dillo a un amico è stato inviato"
"Template","Template"
"Template Content","Contenuto template"
"Template Name","Nome template"
"Template creation is allowed only for applications which have device type iPhone, but this kind of applications has not been found.","La creazione del template è richiesta solo per le applicazioni che hanno un dispositivo iPhone, ma questo tipo di appliczione non è stata trovata."
"Template does not exist.","Template non esistente"
"Template for new AirMail Message does not exist.","Template per nuovo messaggio AirMail Message non esistente."
"Template has been deleted.","Template cancellato."
"Thank you for registering!","Grazie per la tua registrazione!"
"Thank you for your purchase! ","Grazie per l\'acquisto!"
"The Mailbox title will be shown in the More Info tab. To understand more about the title, please <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">click here</a>","Il titolo Mailbox verrà mostrato nel pannello Altre Informazioni. Per sapere di più sl titolo  <a target=""_blank"" href=""http://www.magentocommerce.com/img/product/mobile/helpers/mail_box_title.png"">clicca qui</a>"
"Theme has been created.","Tema creato."
"Theme has been saved.","Tema salvato."
"Theme has been delete.","Tema eliminato"
"Theme label can\'t be empty","L\'etichetta tema non può essere vuota"
"Theme label:","Etichetta tema:"
"Theme name is not set.","Nome tema non impostato."
"There were some problems with the data.","Ci sono alcuni problemi con i dati."
"This email address was not found in our records.","Questo indirizzo email non è stato trovato nei nostri archivi."
"This icon will be  used for users’ devices in case if different than AppSore icon needed. ","Questa icona verrà utilizzata per i dispositivi utente in caso sia richiesta un\'icona diversa da AppStore."
"This is the description that will appear in the iTunes marketplace. ","Questa è la descrizione che apparirà nel mercato iTunes. "
"This is the name that will appear beneath your app when users install it to their device.  .  We recommend choosing a name that is 10-12 characters in length, and that your customers will recognize.","Questo è il nome che apparirà sotto la tua applicazione quando l\'utente la installerà nel suo dispositivo. Ci raccomandiamo di scegliere un nome di 10-12 caratteri che l\'utente possa riconoscere."
"This will appear in the info section of your App (example:  Copyright 2010 – Your Company, Inc.)","Questo apparitò nella sezione delle informazioni della tua applicazione. (esempio:  Copyright 2010 – Your Company, Inc.)"
"Title","Titolo"
"Title bar","Titolo barra"
"To activate PayPal MEP payment method activate Express checkout first. ","Per attivare il metodo di pagamento PayPal MEP attivare prima pagamento Express ."
"Total incl. Tax: %1$s","Totale tasse incluse: %1$s"
"Unable to cancel queue.","Impossibile cancellare la coda"
"Unable to collect cart totals.","Impossibile calcolare il totale del carrello."
"Unable to delete queue.","Impossibile eliminare la coda."
"Unable to find an app to delete.","Impossibile trovare applicazione da eliminare."
"Unable to find template to delete.","Impossibile trovare template da eliminare."
"Ipad","Impossibile visualizzare la lista dei metodi di spedizione."
"Unable to initialize MEP Checkout.","Impossibile inizializzare pagamento MEP."
"Unable to load application form.","Impossibile caricare modulo applicazione."
"Unable to load product info.","Impossibile caricare informazioni prodotto."
"Unable to place the order.","Impossibile effettuare ordine."
"Unable to render an order.","Impossibile rendere ordine."
"Unable to process preview.","Impossibile elaborare anteprima."
"Unable to save app.","Impossibile salvare applicazione."
"Unable to save message.","Impossibile salvare messaggio."
"Unable to save shipping address.","Impossibile salvare indirizzo di spedizione."
"Unable to save shipping method.","Impossibile salvare metodo di pagamento."
"Unable to save template.","Impossibile salvare template."
"Unable to start MEP Checkout.","Impossibile avviare pagamento MEP."
"Unsupported character in path: """"%s""""","Carattere non supportato in: """"%s"""""
"Unsupported value type received","Valuta inserita non supportata"
"Undefined","Indefinito"
"Unknown Error","Errore sconosciuto"
"Unknown Error.","Errore sconosciuto."
"Update Preview","Aggiorna anteprima"
"Upon receiving these credentials, please fill in the corresponding fields.","Dopo aver ricevuto le credenziali, riempi i campi corrispondenti."
"Urban Airship Push Notification","Usa il mio indirizzo di fatturazione predefinito."
"Use as my default billing address","Use as my default billing address"
"Use as my default shipping address","Usa il mio indirizzo di spedizione predefinito."
"Username","Username"
"Users will see this image as the first screen while your application is loading.  It is a 320x460 image.","L\'utente potrà vedere l\'immagine come prima schermata durante il caricamento dell\'applicazione. È un\'immagine 320x460."
"View Details","Guarda dettagli"
"View Gallery","Guarda galleria"
"Website is offline.","Website offline."
"Wishlist has been cleared.","Wishlist cencellata."
"Wishlist has been updated.","Wishlist aggiornata. "
"Wishlist has been updated. But there are accrued some errors while updating some items.","Wishlist aggiornata. Ma è stato riscontrato qualche errore nel carimento degli oggetti."
"Wrong Android background image orientation has been specified: ""%s"".","Sfondo Android errato. Orientamento immagine impostato:: ""%s""."
"Wrong Ipad background image orientation has been specified: ""%s"".","Sfondo Ipad errato. Orientamento immagine impostato: ""%s""."
"Wrong device type.","Tipo di dispositivo errato"
"Wrong email format","Formato email errato"
"Wrong theme format.","Formato tema errato"
"You are already logged in.","Hai già effettuato l\'accesso."
"You can set any additional countries added by Apple Store.","Puoi impostare qualsiasi paese aggiuntivo fornito da Apple Store."
"You can set any price you want for your app, or you can give it away for free. Most apps range from $0.99 - $4.99","Puoi impostare qualsiasi prezzo per la tua applicazione o puoi lasciarla scaricabile gratuitamente. La maggior parte delle applicazioni variano da $0.99 - $4.99"
"You can watch statistics here.","Puoi guardare le statistiche qui."
"You will receive an order confirmation email with details of your order and a link to track its progress.","Riceverai una conferma dell'ordine con relativi dettagli via mail con il link per seguire i progressi."
"Your order # is: %s. ","Il tuo ordine # è: %s. "
"Zip/Postal Code","CAP"
"and","e"
"each","ciascuno"
"iPad","iPad"
"iPhone","iPhone"
"save","salva"
"Deselect All","Deseleziona tutto"
"Enable Twitter","Abilita Twitter"
"Error while reading data from Payment Bridge. Please, try again.","Errore durante lettura dati dal Payment Brige. Si prega di riprovare."
"Facebook API","API Facebook"
"Facebook Application ID","ID apllicazione Facebook"
"File can\'t be uploaded.","Il file non può essere caricato."
"Flurry API Code","Flurry codice API"
"High Resolution Application Icon","Icona applicazione ad alta risoluzione"
"Icon that will appear on the user\'s device after they download your app. Recommended size: 48px x 48px.","Icona che apparirà sul dispositivo dell\'utente dopo che avrà scaricato la tua applicazione. Dimensione consigliata: 48px x 48px."
"Icon that will appear on the user\'s device after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 72px x 72px.","Icona che apparirà sul dispositivo dell\'utente dopo che avrà scaricato la tua applicazione. Non hai bisogno di applicare un gradiente o contorni sfumati (viene fatto automaticamente dalla Apple). Dimensione consigliata: 72px x 72px."
"Icon that will appear on the user\'s phone after they download your app. You do not need to apply a gradient or soft edges (this is done automatically by Apple). Recommended size: 114px x 114px.","Icona che apparirà sul telefono dell\'utente dopo che avrà scaricato la tua applicazione. Non hai bisogno di applicare un gradiente o contorni sfumati (viene fatto automaticamente dalla Apple). Dimensione consigliata: 114px x 114px."
"If you want to disable the cache on the application side, leave the field empty. Warning! When disabling cache, the application will take time to load each page.","Se vuoi disattivare la cache dal lato dell\'applicazione, lascia vuoto questo campo. Attenzione! Quando disabiliterai la cache, l\'applicazione impiegherà del tempo per caricare ogni pagina."
"Image that appears on first screen while your app is loading. Required size: 1024px x 768px.","Immagine che appare nella prima schermata quando la tua applicazione sta caricando. Dimensione richiesta: 1024px x 768px."
"Image that appears on first screen while your app is loading. Required size: 320px x 455px.","Immagine che appare nella prima schermata quando la tua applicazione sta caricando. Dimensione richiesta: 320px x 455px."
"Image that appears on first screen while your app is loading. Required size: 640px x 920px.","Immagine che appare nella prima schermata quando la tua applicazione sta caricando. Dimensione richiesta: 640px x 920px."
"Image that appears on first screen while your app is loading. Required size: 768px x 1024px.","Immagine che appare nella prima schermata quando la tua applicazione sta caricando. Dimensione richiesta: 768px x 1024px."
"LinkedIn API","API LinkedIn"
"LinkedIn API Key","Chiave API LinkedIn "
"LinkedIn Secret Key","Chiave segreta LinkedIn"
"Loader Splash Screen <br />(iPhone 4 retina)","Loader Splash Screen <br />(iPhone 4 retina)"
"Loader Splash Screen <br />(landscape mode)","Loader Splash Screen <br />(modalità paesaggio)"
"Loader Splash Screen <br />(portrait mode)","Loader Splash Screen <br />(modalità ritratto)"
"Loading Preview...","Caricamento anteprima..."
"Locations","Località"
"Logo in Header image missing.","Manca il Logo nell\'immagine di intestazione."
"Nickname","Nickname"
"Notice","Nota"
"Only registered users can write reviews. Please, log in or register.","Solo gli utenti registrati possono scrivere le recensioni. Accedi o registrati."
"Payment Bridge module unavailable.","Modulo Payment Bridge non disponibile."
"Please enter the Description.","Inserire la descrizione."
"Recipient Information","Informazioni destinatario"
"Reset theme to default","Reimposta il tema di default"
"Review","Recensione"
"Select All","Seleziona tutto"
"Sender Information","Informazioni mittente"
"Social Networking","Social Networking"
"Store logo that is displayed on copyright page of app. Preferred size: 200px x 200px.","Logo negozio che viene visualizzato slla pagina copyright della tua app. Dimensioni preferite: 200px x 200px."
"Summary of Your Review","Sommario delle tue recensioni"
"The icon that appears in the Android Market. Recommended size: 512px x 512px. Maximum size: 1024 KB.","Icona che appare nell\'Android Market. Dimensione raccomandata: 512px x 512px. Dimensione massima: 1024 KB."
"Theme configurations are successfully reset.","Configurazioni tema resettate con successo."
"Twitter API","API Twitter"
"Twitter API Key","Chiave API Twitter"
"Twitter Secret Key","Chiave segreta Twitter"
"Unable to post the review.","Impossibile postare la recensione"
"Your review has been accepted for moderation.","La tua recensione è stata accettata per la moderazione."
